_name_key,name_en,source,external_source_id,source_category,category,calories_per_100g,protein_grams_per_100g,carbohydrate_grams_per_100g,fat_grams_per_100g
parsnips raw,"Parsnips, raw",USDA_FDC_FOUNDATION,11298,Vegetables and Vegetable Products,VEGETABLE,87.07,1.27,19.29,0.54
parsnips raw,"Parsnips, raw",USDA_FDC_SR_LEGACY,11298,Vegetables and Vegetable Products,VEGETABLE,75.0,1.2,17.99,0.3
peaches yellow raw,"Peaches, yellow, raw",USDA_FDC_FOUNDATION,9236,Fruits and Fruit Juices,FRUIT,42.0,0.91,10.1,0.27
peaches yellow raw,"Peaches, yellow, raw",USDA_FDC_SR_LEGACY,9236,Fruits and Fruit Juices,FRUIT,39.0,0.91,9.54,0.25
pears raw bartlett includes foods for usda s food distribution program,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",USDA_FDC_FOUNDATION,332597,Fruits and Fruit Juices,FRUIT,57.0,0.38,15.1,0.16
pears raw bartlett includes foods for usda s food distribution program,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",USDA_FDC_SR_LEGACY,9412,Fruits and Fruit Juices,FRUIT,63.0,0.39,15.01,0.16
pickles cucumber dill or kosher dill,"Pickles, cucumber, dill or kosher dill",USDA_FDC_FOUNDATION,11937,Vegetables and Vegetable Products,VEGETABLE,12.0,0.48,1.99,0.43
pickles cucumber dill or kosher dill,"Pickles, cucumber, dill or kosher dill",USDA_FDC_SR_LEGACY,11937,Vegetables and Vegetable Products,VEGETABLE,12.0,0.5,2.41,0.3
radicchio raw,"Radicchio, raw",USDA_FDC_FOUNDATION,11952,Vegetables and Vegetable Products,VEGETABLE,26.37,1.31,4.96,0.14
radicchio raw,"Radicchio, raw",USDA_FDC_SR_LEGACY,11952,Vegetables and Vegetable Products,VEGETABLE,23.0,1.43,4.48,0.25
raspberries raw,"Raspberries, raw",USDA_FDC_FOUNDATION,2263888,Fruits and Fruit Juices,FRUIT,51.41,1.01,12.9,0.19
raspberries raw,"Raspberries, raw",USDA_FDC_FOUNDATION,9302,Fruits and Fruit Juices,FRUIT,51.41,1.01,12.9,0.19
raspberries raw,"Raspberries, raw",USDA_FDC_SR_LEGACY,9302,Fruits and Fruit Juices,FRUIT,52.0,1.2,11.94,0.65
restaurant chinese fried rice without meat,"Restaurant, Chinese, fried rice, without meat",USDA_FDC_FOUNDATION,36602,Restaurant Foods,OTHER,174.0,3.84,32.5,3.19
restaurant chinese fried rice without meat,"Restaurant, Chinese, fried rice, without meat",USDA_FDC_SR_LEGACY,36602,Restaurant Foods,OTHER,174.0,4.05,32.79,2.96
restaurant chinese sweet and sour pork,"Restaurant, Chinese, sweet and sour pork",USDA_FDC_FOUNDATION,334462,Restaurant Foods,OTHER,260.0,8.88,25.5,13.6
restaurant chinese sweet and sour pork,"Restaurant, Chinese, sweet and sour pork",USDA_FDC_FOUNDATION,36622,Restaurant Foods,OTHER,260.0,8.88,25.5,13.6
restaurant chinese sweet and sour pork,"Restaurant, Chinese, sweet and sour pork",USDA_FDC_SR_LEGACY,36622,Restaurant Foods,OTHER,270.0,8.91,23.34,15.66
restaurant latino pupusas con frijoles pupusas bean,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",USDA_FDC_FOUNDATION,36408,Restaurant Foods,OTHER,229.0,5.59,31.5,9.01
restaurant latino pupusas con frijoles pupusas bean,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",USDA_FDC_SR_LEGACY,36408,Restaurant Foods,OTHER,229.0,5.59,31.49,9.01
restaurant latino tamale pork,"Restaurant, Latino, tamale, pork",USDA_FDC_FOUNDATION,36412,Restaurant Foods,OTHER,174.0,7.38,15.8,9.04
restaurant latino tamale pork,"Restaurant, Latino, tamale, pork",USDA_FDC_SR_LEGACY,36412,Restaurant Foods,OTHER,174.0,7.35,15.75,9.04
sauce pasta spaghetti marinara ready to serve,"Sauce, pasta, spaghetti/marinara, ready-to-serve",USDA_FDC_FOUNDATION,6931,"Soups, Sauces, and Gravies",MIXED_DISHES,45.0,1.41,8.05,1.48
sauce pasta spaghetti marinara ready to serve,"Sauce, pasta, spaghetti/marinara, ready-to-serve",USDA_FDC_SR_LEGACY,6931,"Soups, Sauces, and Gravies",MIXED_DISHES,50.0,1.39,7.43,1.61
sauce salsa ready to serve,"Sauce, salsa, ready-to-serve",USDA_FDC_FOUNDATION,324038,"Soups, Sauces, and Gravies",MIXED_DISHES,29.0,1.44,6.74,0.19
sauce salsa ready to serve,"Sauce, salsa, ready-to-serve",USDA_FDC_FOUNDATION,6164,"Soups, Sauces, and Gravies",MIXED_DISHES,29.0,1.44,6.74,0.19
sauce salsa ready to serve,"Sauce, salsa, ready-to-serve",USDA_FDC_SR_LEGACY,6164,"Soups, Sauces, and Gravies",MIXED_DISHES,29.0,1.52,6.64,0.17
sausage breakfast sausage beef pre cooked unprepared,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",USDA_FDC_FOUNDATION,324157,Sausages and Luncheon Meats,MEAT,329.0,13.3,3.37,28.7
sausage breakfast sausage beef pre cooked unprepared,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",USDA_FDC_FOUNDATION,7954,Sausages and Luncheon Meats,MEAT,346.0,13.3,3.37,28.7
sausage breakfast sausage beef pre cooked unprepared,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",USDA_FDC_SR_LEGACY,7954,Sausages and Luncheon Meats,MEAT,327.0,12.9,4.61,28.22
sausage italian pork mild cooked pan fried,"Sausage, Italian, pork, mild, cooked, pan-fried",USDA_FDC_FOUNDATION,325658,Sausages and Luncheon Meats,MEAT,322.0,18.2,2.15,26.2
sausage italian pork mild cooked pan fried,"Sausage, Italian, pork, mild, cooked, pan-fried",USDA_FDC_FOUNDATION,7089,Sausages and Luncheon Meats,MEAT,322.0,18.2,2.15,26.2
sausage italian pork mild cooked pan fried,"Sausage, Italian, pork, mild, cooked, pan-fried",USDA_FDC_SR_LEGACY,7089,Sausages and Luncheon Meats,MEAT,324.0,18.4,1.86,26.4
sausage pork chorizo link or ground cooked pan fried,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",USDA_FDC_FOUNDATION,332864,Sausages and Luncheon Meats,MEAT,346.0,19.3,2.63,28.1
sausage pork chorizo link or ground cooked pan fried,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",USDA_FDC_FOUNDATION,100173,Sausages and Luncheon Meats,MEAT,346.0,19.3,2.63,28.1
sausage turkey breakfast links mild raw,"Sausage, turkey, breakfast links, mild, raw",USDA_FDC_FOUNDATION,325992,Sausages and Luncheon Meats,MEAT,169.0,16.7,0.93,10.4
sausage turkey breakfast links mild raw,"Sausage, turkey, breakfast links, mild, raw",USDA_FDC_FOUNDATION,7919,Sausages and Luncheon Meats,MEAT,169.0,16.7,0.93,10.4
sausage turkey breakfast links mild raw,"Sausage, turkey, breakfast links, mild, raw",USDA_FDC_SR_LEGACY,7919,Sausages and Luncheon Meats,MEAT,174.0,15.91,3.18,10.39
seeds sunflower seed kernels dry roasted with salt added,"Seeds, sunflower seed kernels, dry roasted, with salt added",USDA_FDC_FOUNDATION,12537,Nut and Seed Products,NUTS_SEEDS,612.0,21.0,17.1,56.1
seeds sunflower seed kernels dry roasted with salt added,"Seeds, sunflower seed kernels, dry roasted, with salt added",USDA_FDC_SR_LEGACY,12537,Nut and Seed Products,NUTS_SEEDS,582.0,19.33,24.07,49.8
soy milk unsweetened plain shelf stable,"Soy milk, unsweetened, plain, shelf stable",USDA_FDC_FOUNDATION,1750337,Legumes and Legume Products,LEGUMES,38.48,3.55,1.29,2.12
soy milk unsweetened plain shelf stable,"Soy milk, unsweetened, plain, shelf stable",USDA_FDC_FOUNDATION,16222,Legumes and Legume Products,LEGUMES,38.48,3.55,1.29,2.12
spinach baby,"Spinach, baby",USDA_FDC_FOUNDATION,1750352,Vegetables and Vegetable Products,VEGETABLE,20.73,2.85,2.41,0.62
spinach baby,"Spinach, baby",USDA_FDC_FOUNDATION,100260,Vegetables and Vegetable Products,VEGETABLE,20.73,2.85,2.41,0.62
spinach mature,"Spinach, mature",USDA_FDC_FOUNDATION,1750353,Vegetables and Vegetable Products,VEGETABLE,21.58,2.91,2.64,0.6
spinach mature,"Spinach, mature",USDA_FDC_FOUNDATION,11457,Vegetables and Vegetable Products,VEGETABLE,21.58,2.91,2.64,0.6
squash winter acorn raw,"Squash, winter, acorn, raw",USDA_FDC_FOUNDATION,11482,Vegetables and Vegetable Products,VEGETABLE,41.99,1.25,10.48,0.18
squash winter acorn raw,"Squash, winter, acorn, raw",USDA_FDC_SR_LEGACY,11482,Vegetables and Vegetable Products,VEGETABLE,40.0,0.8,10.42,0.1
squash winter butternut raw,"Squash, winter, butternut, raw",USDA_FDC_FOUNDATION,11485,Vegetables and Vegetable Products,VEGETABLE,41.72,1.15,10.51,0.17
squash winter butternut raw,"Squash, winter, butternut, raw",USDA_FDC_SR_LEGACY,11485,Vegetables and Vegetable Products,VEGETABLE,45.0,1.0,11.69,0.1
strawberries raw,"Strawberries, raw",USDA_FDC_FOUNDATION,327699,Fruits and Fruit Juices,FRUIT,31.0,0.64,7.63,0.22
strawberries raw,"Strawberries, raw",USDA_FDC_FOUNDATION,747448,Fruits and Fruit Juices,FRUIT,31.0,0.64,7.63,0.22
strawberries raw,"Strawberries, raw",USDA_FDC_FOUNDATION,2263887,Fruits and Fruit Juices,FRUIT,32.67,0.64,7.96,0.22
strawberries raw,"Strawberries, raw",USDA_FDC_FOUNDATION,9316,Fruits and Fruit Juices,FRUIT,32.67,0.64,7.96,0.22
strawberries raw,"Strawberries, raw",USDA_FDC_SR_LEGACY,9316,Fruits and Fruit Juices,FRUIT,32.0,0.67,7.68,0.3
sugars granulated,"Sugars, granulated",USDA_FDC_FOUNDATION,334247,Sweets,SWEETS_SNACKS,385.0,0.0,99.6,0.32
sugars granulated,"Sugars, granulated",USDA_FDC_FOUNDATION,19335,Sweets,SWEETS_SNACKS,385.0,0.0,99.6,0.32
sugars granulated,"Sugars, granulated",USDA_FDC_SR_LEGACY,19335,Sweets,SWEETS_SNACKS,387.0,0.0,99.98,0.0
tomato roma,"Tomato, roma",USDA_FDC_FOUNDATION,1750354,Vegetables and Vegetable Products,VEGETABLE,18.95,0.7,3.84,0.42
tomato roma,"Tomato, roma",USDA_FDC_FOUNDATION,100261,Vegetables and Vegetable Products,VEGETABLE,18.95,0.7,3.84,0.42
tomatoes crushed canned,"Tomatoes, crushed, canned",USDA_FDC_FOUNDATION,11693,Vegetables and Vegetable Products,VEGETABLE,32.31,1.44,7.14,0.4
tomatoes crushed canned,"Tomatoes, crushed, canned",USDA_FDC_SR_LEGACY,11693,Vegetables and Vegetable Products,VEGETABLE,32.0,1.64,7.29,0.28
turkey ground 93 lean 7 fat pan broiled crumbles,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",USDA_FDC_FOUNDATION,330869,Poultry Products,POULTRY,220.0,27.1,0.0,11.6
turkey ground 93 lean 7 fat pan broiled crumbles,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",USDA_FDC_FOUNDATION,5666,Poultry Products,POULTRY,220.0,27.1,0.0,11.6
turkey ground 93 lean 7 fat pan broiled crumbles,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",USDA_FDC_SR_LEGACY,5666,Poultry Products,POULTRY,213.0,27.1,0.0,11.6
turkey ground 93 lean 7 fat raw,"Turkey, ground, 93% lean/ 7% fat, raw",USDA_FDC_FOUNDATION,5665,Poultry Products,POULTRY,157.59,17.34,0.0,9.59
turkey ground 93 lean 7 fat raw,"Turkey, ground, 93% lean, 7% fat, raw",USDA_FDC_SR_LEGACY,5665,Poultry Products,POULTRY,150.0,18.73,0.0,8.34
turnips raw,"Turnips, raw",USDA_FDC_FOUNDATION,11564,Vegetables and Vegetable Products,VEGETABLE,33.98,0.95,7.27,0.12
turnips raw,"Turnips, raw",USDA_FDC_SR_LEGACY,11564,Vegetables and Vegetable Products,VEGETABLE,28.0,0.9,6.43,0.1
yogurt greek plain whole milk,"Yogurt, Greek, plain, whole milk",USDA_FDC_FOUNDATION,1293,Dairy and Egg Products,EGGS,94.51,8.78,4.75,4.39
yogurt greek plain whole milk,"Yogurt, Greek, plain, whole milk",USDA_FDC_SR_LEGACY,1293,Dairy and Egg Products,EGGS,97.0,9.0,3.98,5.0
yogurt greek strawberry nonfat,"Yogurt, Greek, strawberry, nonfat",USDA_FDC_FOUNDATION,1285,Dairy and Egg Products,EGGS,83.0,8.06,12.2,0.15
yogurt greek strawberry nonfat,"Yogurt, Greek, strawberry, nonfat",USDA_FDC_SR_LEGACY,1285,Dairy and Egg Products,EGGS,82.0,8.05,12.07,0.15
yogurt plain whole milk,"Yogurt, plain, whole milk",USDA_FDC_FOUNDATION,1116,Dairy and Egg Products,EGGS,77.32,3.82,5.57,4.48
yogurt plain whole milk,"Yogurt, plain, whole milk",USDA_FDC_SR_LEGACY,1116,Dairy and Egg Products,EGGS,61.0,3.47,4.66,3.25
