name_en,name_ar,aliases,category,calories_per_100g,protein_grams_per_100g,carbohydrate_grams_per_100g,fat_grams_per_100g,created_by_user_id,source,external_source_id,source_version,is_active,archived_at,_name_key,_source_priority,_invalid_reason,_kept_source,_kept_external_source_id,_kept_name_en
"Applesauce, unsweetened, with added vitamin C",,,FRUIT,46.42,0.27,12.26,0.16,,USDA_FDC_FOUNDATION,9401,2026-04-30,True,,applesauce unsweetened with added vitamin c,1,,USDA_FDC_FOUNDATION,2263892,"Applesauce, unsweetened, with added vitamin C"
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,123.0,23.7,0.0,2.41,,USDA_FDC_FOUNDATION,334963,2026-04-30,True,,beef round top round roast boneless separable lean only trimmed to 0 fat select raw,1,,USDA_FDC_FOUNDATION,23359,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw"
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,116.0,23.59,0.0,2.45,,USDA_FDC_SR_LEGACY,23359,2018-04,True,,beef round top round roast boneless separable lean only trimmed to 0 fat select raw,3,,USDA_FDC_FOUNDATION,23359,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw"
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,122.0,23.4,0.0,2.48,,USDA_FDC_FOUNDATION,334898,2026-04-30,True,,beef round eye of round roast boneless separable lean only trimmed to 0 fat select raw,1,,USDA_FDC_FOUNDATION,23362,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw"
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,116.0,23.41,0.0,2.52,,USDA_FDC_SR_LEGACY,23362,2018-04,True,,beef round eye of round roast boneless separable lean only trimmed to 0 fat select raw,3,,USDA_FDC_FOUNDATION,23362,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw"
"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",,,MEAT,176.0,27.7,0.0,6.36,,USDA_FDC_FOUNDATION,334897,2026-04-30,True,,beef loin tenderloin roast separable lean only boneless trimmed to 0 fat select cooked roasted,1,,USDA_FDC_FOUNDATION,23377,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted"
"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",,,MEAT,169.0,27.55,0.0,6.54,,USDA_FDC_SR_LEGACY,23377,2018-04,True,,beef loin tenderloin roast separable lean only boneless trimmed to 0 fat select cooked roasted,3,,USDA_FDC_FOUNDATION,23377,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted"
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",,,MEAT,155.0,22.8,0.0,6.39,,USDA_FDC_FOUNDATION,334849,2026-04-30,True,,beef loin top loin steak boneless lip on separable lean only trimmed to 1 8 fat choice raw,1,,USDA_FDC_FOUNDATION,23385,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw"
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",,,MEAT,149.0,22.93,0.0,6.34,,USDA_FDC_SR_LEGACY,23385,2018-04,True,,beef loin top loin steak boneless lip on separable lean only trimmed to 1 8 fat choice raw,3,,USDA_FDC_FOUNDATION,23385,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw"
"Beef, ground, 90% lean meat / 10% fat, raw",,,MEAT,176.0,20.0,0.0,10.0,,USDA_FDC_SR_LEGACY,23562,2018-04,True,,beef ground 90 lean meat 10 fat raw,3,,USDA_FDC_FOUNDATION,23562,"Beef, ground, 90% lean meat / 10% fat, raw"
"Beef, ground, 80% lean meat / 20% fat, raw",,,MEAT,254.0,17.17,0.0,20.0,,USDA_FDC_SR_LEGACY,23572,2018-04,True,,beef ground 80 lean meat 20 fat raw,3,,USDA_FDC_FOUNDATION,23572,"Beef, ground, 80% lean meat / 20% fat, raw"
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",,,MEAT,346.0,13.3,3.37,28.7,,USDA_FDC_FOUNDATION,7954,2026-04-30,True,,sausage breakfast sausage beef pre cooked unprepared,1,,USDA_FDC_FOUNDATION,324157,"Sausage, breakfast sausage, beef, pre-cooked, unprepared"
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",,,MEAT,327.0,12.9,4.61,28.22,,USDA_FDC_SR_LEGACY,7954,2018-04,True,,sausage breakfast sausage beef pre cooked unprepared,3,,USDA_FDC_FOUNDATION,324157,"Sausage, breakfast sausage, beef, pre-cooked, unprepared"
"Sausage, Italian, pork, mild, cooked, pan-fried",,,MEAT,322.0,18.2,2.15,26.2,,USDA_FDC_FOUNDATION,7089,2026-04-30,True,,sausage italian pork mild cooked pan fried,1,,USDA_FDC_FOUNDATION,325658,"Sausage, Italian, pork, mild, cooked, pan-fried"
"Sausage, Italian, pork, mild, cooked, pan-fried",,,MEAT,324.0,18.4,1.86,26.4,,USDA_FDC_SR_LEGACY,7089,2018-04,True,,sausage italian pork mild cooked pan fried,3,,USDA_FDC_FOUNDATION,325658,"Sausage, Italian, pork, mild, cooked, pan-fried"
"Sausage, turkey, breakfast links, mild, raw",,,MEAT,169.0,16.7,0.93,10.4,,USDA_FDC_FOUNDATION,7919,2026-04-30,True,,sausage turkey breakfast links mild raw,1,,USDA_FDC_FOUNDATION,325992,"Sausage, turkey, breakfast links, mild, raw"
"Sausage, turkey, breakfast links, mild, raw",,,MEAT,174.0,15.91,3.18,10.39,,USDA_FDC_SR_LEGACY,7919,2018-04,True,,sausage turkey breakfast links mild raw,3,,USDA_FDC_FOUNDATION,325992,"Sausage, turkey, breakfast links, mild, raw"
"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",,,VEGETABLE,36.0,0.78,7.9,0.46,,USDA_FDC_SR_LEGACY,11130,2018-04,True,,carrots frozen unprepared includes foods for usda s food distribution program,3,,USDA_FDC_FOUNDATION,326458,"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)"
"Figs, dried, uncooked",,,FRUIT,249.0,3.3,63.9,0.92,,USDA_FDC_FOUNDATION,9094,2026-04-30,True,,figs dried uncooked,1,,USDA_FDC_FOUNDATION,326905,"Figs, dried, uncooked"
"Figs, dried, uncooked",,,FRUIT,249.0,3.3,63.87,0.93,,USDA_FDC_SR_LEGACY,9094,2018-04,True,,figs dried uncooked,3,,USDA_FDC_FOUNDATION,326905,"Figs, dried, uncooked"
"Melons, cantaloupe, raw",,,FRUIT,34.0,0.82,8.16,0.18,,USDA_FDC_FOUNDATION,9181,2026-04-30,True,,melons cantaloupe raw,1,,USDA_FDC_FOUNDATION,327198,"Melons, cantaloupe, raw"
"Melons, cantaloupe, raw",,,FRUIT,34.0,0.84,8.16,0.19,,USDA_FDC_SR_LEGACY,9181,2018-04,True,,melons cantaloupe raw,3,,USDA_FDC_FOUNDATION,327198,"Melons, cantaloupe, raw"
"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",,,FRUIT,49.0,0.91,12.54,0.15,,USDA_FDC_SR_LEGACY,9202,2018-04,True,,oranges raw navels includes foods for usda s food distribution program,3,,USDA_FDC_FOUNDATION,327501,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)"
"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",,,POULTRY,220.0,27.1,0.0,11.6,,USDA_FDC_FOUNDATION,5666,2026-04-30,True,,turkey ground 93 lean 7 fat pan broiled crumbles,1,,USDA_FDC_FOUNDATION,330869,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles"
"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",,,POULTRY,213.0,27.1,0.0,11.6,,USDA_FDC_SR_LEGACY,5666,2018-04,True,,turkey ground 93 lean 7 fat pan broiled crumbles,3,,USDA_FDC_FOUNDATION,330869,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles"
"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",,,FRUIT,63.0,0.39,15.01,0.16,,USDA_FDC_SR_LEGACY,9412,2018-04,True,,pears raw bartlett includes foods for usda s food distribution program,3,,USDA_FDC_FOUNDATION,332597,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)"
"Restaurant, Chinese, sweet and sour pork",,,OTHER,260.0,8.88,25.5,13.6,,USDA_FDC_FOUNDATION,36622,2026-04-30,True,,restaurant chinese sweet and sour pork,1,,USDA_FDC_FOUNDATION,334462,"Restaurant, Chinese, sweet and sour pork"
"Restaurant, Chinese, sweet and sour pork",,,OTHER,270.0,8.91,23.34,15.66,,USDA_FDC_SR_LEGACY,36622,2018-04,True,,restaurant chinese sweet and sour pork,3,,USDA_FDC_FOUNDATION,334462,"Restaurant, Chinese, sweet and sour pork"
"Bread, whole-wheat, commercially prepared",,,OTHER,252.0,12.45,42.71,3.5,,USDA_FDC_SR_LEGACY,18075,2018-04,True,,bread whole wheat commercially prepared,3,,USDA_FDC_FOUNDATION,335240,"Bread, whole-wheat, commercially prepared"
"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",,,OTHER,229.0,5.59,31.49,9.01,,USDA_FDC_SR_LEGACY,36408,2018-04,True,,restaurant latino pupusas con frijoles pupusas bean,3,,USDA_FDC_FOUNDATION,36408,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)"
"Restaurant, Latino, tamale, pork",,,OTHER,174.0,7.35,15.75,9.04,,USDA_FDC_SR_LEGACY,36412,2018-04,True,,restaurant latino tamale pork,3,,USDA_FDC_FOUNDATION,36412,"Restaurant, Latino, tamale, pork"
"Restaurant, Chinese, fried rice, without meat",,,OTHER,174.0,4.05,32.79,2.96,,USDA_FDC_SR_LEGACY,36602,2018-04,True,,restaurant chinese fried rice without meat,3,,USDA_FDC_FOUNDATION,36602,"Restaurant, Chinese, fried rice, without meat"
"Oil, coconut",,,FATS_OILS,892.0,0.0,0.0,99.06,,USDA_FDC_SR_LEGACY,4047,2018-04,True,,oil coconut,3,,USDA_FDC_FOUNDATION,4047,"Oil, coconut"
"Turkey, ground, 93% lean, 7% fat, raw",,,POULTRY,150.0,18.73,0.0,8.34,,USDA_FDC_SR_LEGACY,5665,2018-04,True,,turkey ground 93 lean 7 fat raw,3,,USDA_FDC_FOUNDATION,5665,"Turkey, ground, 93% lean/ 7% fat, raw"
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",,,POULTRY,157.0,32.06,0.0,3.24,,USDA_FDC_SR_LEGACY,5746,2018-04,True,,chicken broiler or fryers breast skinless boneless meat only cooked braised,3,,USDA_FDC_FOUNDATION,5746,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"
"Frankfurter, beef, unheated",,,MEAT,315.0,11.69,2.97,28.1,,USDA_FDC_SR_LEGACY,7022,2018-04,True,,frankfurter beef unheated,3,,USDA_FDC_FOUNDATION,7022,"Frankfurter, beef, unheated"
"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",,,MEAT,107.0,16.85,0.7,4.04,,USDA_FDC_SR_LEGACY,7028,2018-04,True,,ham sliced pre packaged deli meat 96 fat free water added,3,,USDA_FDC_FOUNDATION,7028,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)"
"Bananas, ripe and slightly ripe, raw",,,FRUIT,88.0,0.74,23.0,0.29,,USDA_FDC_FOUNDATION,9040,2026-04-30,True,,bananas ripe and slightly ripe raw,1,,USDA_FDC_FOUNDATION,790991,"Bananas, ripe and slightly ripe, raw"
"Grapefruit juice, white, canned or bottled, unsweetened",,,FRUIT,37.0,0.55,7.54,0.66,,USDA_FDC_SR_LEGACY,9123,2018-04,True,,grapefruit juice white canned or bottled unsweetened,3,,USDA_FDC_FOUNDATION,9123,"Grapefruit juice, white, canned or bottled, unsweetened"
"Kiwifruit, green, raw",,,FRUIT,61.0,1.14,14.66,0.52,,USDA_FDC_SR_LEGACY,9148,2018-04,True,,kiwifruit green raw,3,,USDA_FDC_FOUNDATION,9148,"Kiwifruit, green, raw"
"Melons, honeydew, raw",,,FRUIT,36.0,0.54,9.09,0.14,,USDA_FDC_SR_LEGACY,9184,2018-04,True,,melons honeydew raw,3,,USDA_FDC_FOUNDATION,9184,"Melons, honeydew, raw"
"Nectarines, raw",,,FRUIT,44.0,1.06,10.55,0.32,,USDA_FDC_SR_LEGACY,9191,2018-04,True,,nectarines raw,3,,USDA_FDC_FOUNDATION,9191,"Nectarines, raw"
"Peaches, yellow, raw",,,FRUIT,39.0,0.91,9.54,0.25,,USDA_FDC_SR_LEGACY,9236,2018-04,True,,peaches yellow raw,3,,USDA_FDC_FOUNDATION,9236,"Peaches, yellow, raw"
"Pancakes, whole wheat, dry mix, incomplete",,,OTHER,350.0,10.53,74.11,1.32,,USDA_FDC_SR_LEGACY,28324,2018-04,True,,pancakes whole wheat dry mix incomplete,3,,USDA_FDC_SR_LEGACY,18299,"Pancakes, whole-wheat, dry mix, incomplete"
