name_en,name_ar,aliases,category,calories_per_100g,protein_grams_per_100g,carbohydrate_grams_per_100g,fat_grams_per_100g,created_by_user_id,source,external_source_id,source_version,is_active,archived_at,_name_key,_source_priority,_invalid_reason
"Soup, cheese, canned, prepared with equal volume water",,,MIXED_DISHES,63.0,2.19,4.26,4.24,,USDA_FDC_SR_LEGACY,6411,2018-04,True,,soup cheese canned prepared with equal volume water,3,
"Soup, chicken broth, canned, prepared with equal volume water",,,MIXED_DISHES,16.0,2.02,0.38,0.57,,USDA_FDC_SR_LEGACY,6413,2018-04,True,,soup chicken broth canned prepared with equal volume water,3,
"CAMPBELL'S CHUNKY, Hearty Beef Barley Soup",,,MIXED_DISHES,56.0,2.89,8.98,0.92,,USDA_FDC_SR_LEGACY,6415,2018-04,True,,campbell s chunky hearty beef barley soup,3,
"Soup, cream of chicken, canned, prepared with equal volume water",,,MIXED_DISHES,48.0,1.41,3.8,3.02,,USDA_FDC_SR_LEGACY,6416,2018-04,True,,soup cream of chicken canned prepared with equal volume water,3,
"Soup, clam chowder, manhattan, canned, prepared with equal volume water",,,MIXED_DISHES,30.0,0.85,4.77,0.86,,USDA_FDC_SR_LEGACY,6428,2018-04,True,,soup clam chowder manhattan canned prepared with equal volume water,3,
"Soup, clam chowder, new england, canned, prepared with equal volume water",,,MIXED_DISHES,35.0,1.55,5.05,1.01,,USDA_FDC_SR_LEGACY,6430,2018-04,True,,soup clam chowder new england canned prepared with equal volume water,3,
"CAMPBELL'S CHUNKY, New England Clam Chowder",,,MIXED_DISHES,81.0,2.46,9.01,3.85,,USDA_FDC_SR_LEGACY,6431,2018-04,True,,campbell s chunky new england clam chowder,3,
"Soup, beef broth, bouillon, consomme, prepared with equal volume water",,,MIXED_DISHES,12.0,2.22,0.73,0.0,,USDA_FDC_SR_LEGACY,6432,2018-04,True,,soup beef broth bouillon consomme prepared with equal volume water,3,
"Soup, mushroom with beef stock, canned, prepared with equal volume water",,,MIXED_DISHES,35.0,1.29,3.81,1.65,,USDA_FDC_SR_LEGACY,6444,2018-04,True,,soup mushroom with beef stock canned prepared with equal volume water,3,
"Soup, cream of onion, canned, prepared with equal volume water",,,MIXED_DISHES,44.0,1.13,5.2,2.16,,USDA_FDC_SR_LEGACY,6446,2018-04,True,,soup cream of onion canned prepared with equal volume water,3,
"Soup, oyster stew, canned, prepared with equal volume water",,,MIXED_DISHES,24.0,0.87,1.69,1.59,,USDA_FDC_SR_LEGACY,6448,2018-04,True,,soup oyster stew canned prepared with equal volume water,3,
"Soup, pea, green, canned, prepared with equal volume water",,,MIXED_DISHES,61.0,3.2,9.88,1.09,,USDA_FDC_SR_LEGACY,6449,2018-04,True,,soup pea green canned prepared with equal volume water,3,
"Soup, turkey noodle, canned, prepared with equal volume water",,,MIXED_DISHES,28.0,1.6,3.54,0.82,,USDA_FDC_SR_LEGACY,6465,2018-04,True,,soup turkey noodle canned prepared with equal volume water,3,
"Soup, turkey vegetable, canned, prepared with equal volume water",,,MIXED_DISHES,30.0,1.28,3.58,1.26,,USDA_FDC_SR_LEGACY,6466,2018-04,True,,soup turkey vegetable canned prepared with equal volume water,3,
"Soup, vegetarian vegetable, canned, prepared with equal volume water",,,MIXED_DISHES,28.0,0.86,4.89,0.79,,USDA_FDC_SR_LEGACY,6468,2018-04,True,,soup vegetarian vegetable canned prepared with equal volume water,3,
"Soup, vegetable beef, canned, prepared with equal volume water",,,MIXED_DISHES,31.0,2.23,4.06,0.76,,USDA_FDC_SR_LEGACY,6471,2018-04,True,,soup vegetable beef canned prepared with equal volume water,3,
"Soup, chicken broth cubes, dry, prepared with water",,,MIXED_DISHES,5.0,0.39,0.62,0.12,,USDA_FDC_SR_LEGACY,6481,2018-04,True,,soup chicken broth cubes dry prepared with water,3,
"Soup, cream of chicken, dry, mix, prepared with water",,,MIXED_DISHES,41.0,0.68,5.11,2.04,,USDA_FDC_SR_LEGACY,6483,2018-04,True,,soup cream of chicken dry mix prepared with water,3,
"Soup, onion, dry, mix, prepared with water",,,MIXED_DISHES,12.0,0.32,2.77,0.01,,USDA_FDC_SR_LEGACY,6494,2018-04,True,,soup onion dry mix prepared with water,3,
"Soup, tomato, dry, mix, prepared with water",,,MIXED_DISHES,38.0,0.93,7.17,0.61,,USDA_FDC_SR_LEGACY,6498,2018-04,True,,soup tomato dry mix prepared with water,3,
"Soup, egg drop, Chinese restaurant",,,MIXED_DISHES,27.0,1.16,4.29,0.61,,USDA_FDC_SR_LEGACY,27000,2018-04,True,,soup egg drop chinese restaurant,3,
"Soup, hot and sour, Chinese restaurant",,,MIXED_DISHES,39.0,2.58,4.35,1.21,,USDA_FDC_SR_LEGACY,27001,2018-04,True,,soup hot and sour chinese restaurant,3,
