name_en,name_ar,aliases,category,calories_per_100g,protein_grams_per_100g,carbohydrate_grams_per_100g,fat_grams_per_100g,created_by_user_id,source,external_source_id,source_version,is_active,archived_at
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,225.0,32.21,0.0,10.74,,USDA_FDC_SR_LEGACY,23120,2018-04,True,
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",,,MEAT,131.0,21.19,0.0,5.18,,USDA_FDC_SR_LEGACY,23123,2018-04,True,
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",,,MEAT,211.0,31.86,0.0,9.34,,USDA_FDC_SR_LEGACY,23121,2018-04,True,
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",,,MEAT,122.0,21.05,0.0,4.2,,USDA_FDC_SR_LEGACY,23124,2018-04,True,
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",,,MEAT,190.0,33.31,0.0,6.34,,USDA_FDC_SR_LEGACY,23086,2018-04,True,
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",,,MEAT,123.0,21.3,0.0,4.17,,USDA_FDC_SR_LEGACY,23089,2018-04,True,
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,197.0,33.55,0.0,6.94,,USDA_FDC_SR_LEGACY,23084,2018-04,True,
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",,,MEAT,127.0,21.36,0.0,4.6,,USDA_FDC_SR_LEGACY,23087,2018-04,True,
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",,,MEAT,181.0,32.96,0.0,5.44,,USDA_FDC_SR_LEGACY,23085,2018-04,True,
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,117.0,21.22,0.0,3.53,,USDA_FDC_SR_LEGACY,23088,2018-04,True,
"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",,,MEAT,161.0,25.73,0.0,5.72,,USDA_FDC_SR_LEGACY,23519,2018-04,True,
"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",,,MEAT,159.0,26.08,0.0,5.24,,USDA_FDC_SR_LEGACY,23521,2018-04,True,
"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",,,MEAT,160.0,25.87,0.0,5.52,,USDA_FDC_SR_LEGACY,23547,2018-04,True,
"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",,,MEAT,159.0,25.9,0.0,5.42,,USDA_FDC_SR_LEGACY,23509,2018-04,True,
"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,,MEAT,161.0,25.74,0.0,5.69,,USDA_FDC_SR_LEGACY,13961,2018-04,True,
"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",,,MEAT,157.0,26.13,0.0,5.02,,USDA_FDC_SR_LEGACY,13963,2018-04,True,
"Beef, chuck, roast, boneless, choice, raw",,,MEAT,237.1,18.4,0.0,17.8,,USDA_FDC_FOUNDATION,100308,2026-04-30,True,
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",,,MEAT,305.0,25.48,0.0,22.58,,USDA_FDC_SR_LEGACY,23125,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,MEAT,235.0,17.48,0.0,18.33,,USDA_FDC_SR_LEGACY,23128,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,317.0,25.26,0.0,24.05,,USDA_FDC_SR_LEGACY,23126,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",,,MEAT,240.0,17.22,0.0,19.03,,USDA_FDC_SR_LEGACY,23129,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",,,MEAT,287.0,25.81,0.0,20.38,,USDA_FDC_SR_LEGACY,23127,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",,,MEAT,227.0,17.87,0.0,17.28,,USDA_FDC_SR_LEGACY,23130,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",,,MEAT,240.0,28.82,0.0,13.8,,USDA_FDC_SR_LEGACY,13982,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",,,MEAT,169.0,19.68,0.05,10.02,,USDA_FDC_SR_LEGACY,23068,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,250.0,28.84,0.0,14.95,,USDA_FDC_SR_LEGACY,13980,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",,,MEAT,175.0,19.38,0.29,10.7,,USDA_FDC_SR_LEGACY,23066,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",,,MEAT,224.0,28.79,0.0,12.08,,USDA_FDC_SR_LEGACY,13981,2018-04,True,
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,161.0,20.14,0.0,8.99,,USDA_FDC_SR_LEGACY,23067,2018-04,True,
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,MEAT,177.0,26.22,0.0,7.2,,USDA_FDC_SR_LEGACY,23054,2018-04,True,
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,MEAT,144.0,20.54,0.0,6.22,,USDA_FDC_SR_LEGACY,23053,2018-04,True,
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,,MEAT,181.0,26.07,0.0,7.68,,USDA_FDC_SR_LEGACY,23035,2018-04,True,
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, raw",,,MEAT,145.0,20.51,0.0,6.36,,USDA_FDC_SR_LEGACY,23034,2018-04,True,
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,MEAT,172.0,26.45,0.33,6.43,,USDA_FDC_SR_LEGACY,23065,2018-04,True,
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, raw",,,MEAT,142.0,20.93,0.0,5.79,,USDA_FDC_SR_LEGACY,23036,2018-04,True,
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,MEAT,182.0,26.3,0.12,7.66,,USDA_FDC_SR_LEGACY,23058,2018-04,True,
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,MEAT,141.0,20.67,0.0,5.88,,USDA_FDC_SR_LEGACY,23057,2018-04,True,
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,,MEAT,184.0,26.07,0.0,8.11,,USDA_FDC_SR_LEGACY,23038,2018-04,True,
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, raw",,,MEAT,143.0,20.39,0.0,6.12,,USDA_FDC_SR_LEGACY,23037,2018-04,True,
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,MEAT,176.0,26.66,0.0,6.94,,USDA_FDC_SR_LEGACY,23040,2018-04,True,
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, raw",,,MEAT,140.0,21.13,0.0,5.51,,USDA_FDC_SR_LEGACY,23039,2018-04,True,
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,MEAT,222.0,24.93,0.0,12.79,,USDA_FDC_SR_LEGACY,23060,2018-04,True,
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,MEAT,176.0,18.99,0.0,10.52,,USDA_FDC_SR_LEGACY,23059,2018-04,True,
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,,MEAT,228.0,24.7,0.0,13.59,,USDA_FDC_SR_LEGACY,23042,2018-04,True,
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",,,MEAT,182.0,18.75,0.0,11.33,,USDA_FDC_SR_LEGACY,23041,2018-04,True,
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,MEAT,212.0,25.29,0.0,11.52,,USDA_FDC_SR_LEGACY,23044,2018-04,True,
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, raw",,,MEAT,166.0,19.38,0.0,9.22,,USDA_FDC_SR_LEGACY,23043,2018-04,True,
"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",,,MEAT,216.0,25.73,0.0,11.73,,USDA_FDC_SR_LEGACY,23549,2018-04,True,
"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",,,MEAT,227.0,25.77,0.0,12.93,,USDA_FDC_SR_LEGACY,23523,2018-04,True,
"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",,,MEAT,200.0,25.67,0.0,9.99,,USDA_FDC_SR_LEGACY,23525,2018-04,True,
"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",,,MEAT,203.0,26.13,0.0,10.16,,USDA_FDC_SR_LEGACY,23511,2018-04,True,
"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,,MEAT,217.0,26.11,0.0,11.65,,USDA_FDC_SR_LEGACY,13965,2018-04,True,
"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, select, cooked, broiled",,,MEAT,184.0,26.16,0.0,8.0,,USDA_FDC_SR_LEGACY,13967,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,MEAT,227.0,26.18,0.21,13.54,,USDA_FDC_SR_LEGACY,23105,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,MEAT,182.0,18.99,0.36,11.64,,USDA_FDC_SR_LEGACY,23108,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,,MEAT,236.0,26.1,0.4,14.41,,USDA_FDC_SR_LEGACY,23106,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, raw",,,MEAT,189.0,18.85,0.53,12.4,,USDA_FDC_SR_LEGACY,23109,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,MEAT,215.0,26.3,0.0,12.25,,USDA_FDC_SR_LEGACY,23107,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, raw",,,MEAT,172.0,19.2,0.09,10.5,,USDA_FDC_SR_LEGACY,23110,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",,,MEAT,220.0,26.5,0.14,12.64,,USDA_FDC_SR_LEGACY,13351,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, raw",,,MEAT,170.0,19.42,0.49,9.99,,USDA_FDC_SR_LEGACY,13356,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",,,MEAT,228.0,26.49,0.28,13.42,,USDA_FDC_SR_LEGACY,13352,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, raw",,,MEAT,178.0,19.23,0.67,10.96,,USDA_FDC_SR_LEGACY,13359,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, cooked, grilled",,,MEAT,209.0,26.53,0.0,11.46,,USDA_FDC_SR_LEGACY,13354,2018-04,True,
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,157.0,19.71,0.21,8.54,,USDA_FDC_SR_LEGACY,13499,2018-04,True,
"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,MEAT,196.0,19.17,0.0,13.26,,USDA_FDC_SR_LEGACY,23102,2018-04,True,
"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",,,MEAT,202.0,19.15,0.0,13.93,,USDA_FDC_SR_LEGACY,23103,2018-04,True,
"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",,,MEAT,187.0,19.2,0.0,12.27,,USDA_FDC_SR_LEGACY,23104,2018-04,True,
"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",,,MEAT,140.0,21.13,0.31,6.07,,USDA_FDC_SR_LEGACY,13293,2018-04,True,
"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",,,MEAT,145.0,21.19,0.39,6.51,,USDA_FDC_SR_LEGACY,13294,2018-04,True,
"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,134.0,21.03,0.19,5.41,,USDA_FDC_SR_LEGACY,13349,2018-04,True,
"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",,,MEAT,291.0,26.7,0.0,20.49,,USDA_FDC_SR_LEGACY,23099,2018-04,True,
"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,306.0,26.39,0.0,21.48,,USDA_FDC_SR_LEGACY,13380,2018-04,True,
"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",,,MEAT,288.0,27.17,0.0,19.02,,USDA_FDC_SR_LEGACY,13381,2018-04,True,
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",,,MEAT,216.0,30.54,0.0,10.46,,USDA_FDC_SR_LEGACY,13285,2018-04,True,
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,231.0,30.45,0.0,11.14,,USDA_FDC_SR_LEGACY,13383,2018-04,True,
"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",,,MEAT,216.0,30.68,0.0,9.44,,USDA_FDC_SR_LEGACY,13384,2018-04,True,
"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",,,MEAT,275.0,28.23,0.0,18.0,,USDA_FDC_SR_LEGACY,23116,2018-04,True,
"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,284.0,27.6,0.0,19.3,,USDA_FDC_SR_LEGACY,23117,2018-04,True,
"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",,,MEAT,261.0,29.18,0.0,16.05,,USDA_FDC_SR_LEGACY,23118,2018-04,True,
"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",,,MEAT,219.0,31.35,0.0,10.41,,USDA_FDC_SR_LEGACY,23098,2018-04,True,
"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,222.0,30.91,0.0,10.91,,USDA_FDC_SR_LEGACY,23096,2018-04,True,
"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",,,MEAT,215.0,32.01,0.0,9.66,,USDA_FDC_SR_LEGACY,23097,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, cooked",,,MEAT,230.0,28.4,0.0,12.42,,USDA_FDC_SR_LEGACY,13361,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,MEAT,167.0,20.95,0.0,9.3,,USDA_FDC_SR_LEGACY,23482,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, cooked",,,MEAT,233.0,28.17,0.0,12.53,,USDA_FDC_SR_LEGACY,13362,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, raw",,,MEAT,176.0,21.34,0.0,10.08,,USDA_FDC_SR_LEGACY,23494,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, cooked",,,MEAT,203.0,28.61,0.0,9.18,,USDA_FDC_SR_LEGACY,13363,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw",,,MEAT,157.0,21.2,0.0,8.0,,USDA_FDC_SR_LEGACY,23497,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",,,MEAT,259.0,26.11,0.0,16.59,,USDA_FDC_SR_LEGACY,13796,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,,MEAT,215.0,20.01,0.0,14.42,,USDA_FDC_SR_LEGACY,13795,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",,,MEAT,268.0,25.85,0.0,17.68,,USDA_FDC_SR_LEGACY,13798,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,,MEAT,224.0,19.79,0.0,15.42,,USDA_FDC_SR_LEGACY,13797,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, cooked",,,MEAT,245.0,26.06,0.0,15.09,,USDA_FDC_SR_LEGACY,13800,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,MEAT,193.0,19.06,0.0,12.4,,USDA_FDC_SR_LEGACY,13799,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",,,MEAT,203.0,29.9,0.0,8.37,,USDA_FDC_SR_LEGACY,13364,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, raw",,,MEAT,138.0,22.15,0.0,5.54,,USDA_FDC_SR_LEGACY,23485,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, cooked",,,MEAT,206.0,29.51,0.0,8.87,,USDA_FDC_SR_LEGACY,13365,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, raw",,,MEAT,151.0,21.55,0.0,7.24,,USDA_FDC_SR_LEGACY,23495,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, cooked",,,MEAT,188.0,29.88,0.0,7.12,,USDA_FDC_SR_LEGACY,13366,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,133.0,22.03,0.0,4.99,,USDA_FDC_SR_LEGACY,23496,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, cooked",,,MEAT,194.0,28.95,0.0,8.15,,USDA_FDC_SR_LEGACY,23484,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, raw",,,MEAT,140.0,22.15,0.0,5.38,,USDA_FDC_SR_LEGACY,23483,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, choice, raw",,,MEAT,142.0,22.01,0.0,6.05,,USDA_FDC_SR_LEGACY,23490,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked",,,MEAT,167.0,27.51,0.0,6.37,,USDA_FDC_SR_LEGACY,23498,2018-04,True,
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw",,,MEAT,130.0,22.37,0.0,4.55,,USDA_FDC_SR_LEGACY,23499,2018-04,True,
"Beef, cured, breakfast strips, cooked",,,MEAT,449.0,31.3,1.4,34.4,,USDA_FDC_SR_LEGACY,13345,2018-04,True,
"Beef, cured, breakfast strips, raw or unheated",,,MEAT,406.0,12.5,0.7,38.8,,USDA_FDC_SR_LEGACY,13344,2018-04,True,
"Beef, cured, corned beef, brisket, cooked",,,MEAT,251.0,18.17,0.47,18.98,,USDA_FDC_SR_LEGACY,13347,2018-04,True,
"Beef, cured, corned beef, brisket, raw",,,MEAT,198.0,14.68,0.14,14.9,,USDA_FDC_SR_LEGACY,13346,2018-04,True,
"Beef, cured, corned beef, canned",,,MEAT,250.0,27.1,0.0,14.93,,USDA_FDC_SR_LEGACY,13348,2018-04,True,
"Beef, cured, dried",,,MEAT,153.0,31.1,2.76,1.94,,USDA_FDC_SR_LEGACY,13350,2018-04,True,
"Beef, cured, luncheon meat, jellied",,,MEAT,111.0,19.0,0.0,3.3,,USDA_FDC_SR_LEGACY,13353,2018-04,True,
"Beef, cured, pastrami",,,MEAT,147.0,21.8,0.36,5.82,,USDA_FDC_SR_LEGACY,13355,2018-04,True,
"Beef, flank, steak, boneless, choice, raw",,,MEAT,169.56,20.13,0.0,9.4,,USDA_FDC_FOUNDATION,100309,2026-04-30,True,
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",,,MEAT,192.0,27.66,0.0,8.23,,USDA_FDC_SR_LEGACY,13948,2018-04,True,
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,MEAT,155.0,21.22,0.0,7.17,,USDA_FDC_SR_LEGACY,13970,2018-04,True,
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,263.0,26.98,0.0,16.44,,USDA_FDC_SR_LEGACY,13066,2018-04,True,
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",,,MEAT,202.0,27.55,0.0,9.31,,USDA_FDC_SR_LEGACY,13067,2018-04,True,
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",,,MEAT,165.0,21.22,0.0,8.29,,USDA_FDC_SR_LEGACY,13065,2018-04,True,
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",,,MEAT,183.0,27.78,0.0,7.15,,USDA_FDC_SR_LEGACY,13949,2018-04,True,
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw",,,MEAT,145.0,21.22,0.0,6.06,,USDA_FDC_SR_LEGACY,13971,2018-04,True,
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",,,MEAT,186.0,27.89,0.0,7.4,,USDA_FDC_SR_LEGACY,23654,2018-04,True,
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",,,MEAT,141.0,21.57,0.0,5.47,,USDA_FDC_SR_LEGACY,23656,2018-04,True,
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",,,MEAT,237.0,28.02,0.0,13.0,,USDA_FDC_SR_LEGACY,13069,2018-04,True,
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,,MEAT,194.0,27.82,0.0,8.32,,USDA_FDC_SR_LEGACY,13070,2018-04,True,
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",,,MEAT,149.0,21.72,0.0,6.29,,USDA_FDC_SR_LEGACY,13068,2018-04,True,
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",,,MEAT,178.0,27.96,0.0,6.48,,USDA_FDC_SR_LEGACY,23655,2018-04,True,
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, raw",,,MEAT,137.0,21.43,0.0,5.0,,USDA_FDC_SR_LEGACY,23657,2018-04,True,
"Beef, grass-fed, ground, raw",,,MEAT,198.0,19.42,0.0,12.73,,USDA_FDC_SR_LEGACY,13047,2018-04,True,
"Beef, grass-fed, strip steaks, lean only, raw",,,MEAT,117.0,23.07,0.0,2.69,,USDA_FDC_SR_LEGACY,13000,2018-04,True,
"Beef, ground, 70% lean meat / 30% fat, crumbles, cooked, pan-browned",,,MEAT,270.0,25.56,0.0,17.86,,USDA_FDC_SR_LEGACY,13494,2018-04,True,
"Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked",,,MEAT,241.0,23.87,0.0,15.37,,USDA_FDC_SR_LEGACY,13495,2018-04,True,
"Beef, ground, 70% lean meat / 30% fat, patty cooked, pan-broiled",,,MEAT,238.0,22.86,0.0,15.54,,USDA_FDC_SR_LEGACY,13496,2018-04,True,
"Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",,,MEAT,277.0,25.38,0.0,18.66,,USDA_FDC_SR_LEGACY,13497,2018-04,True,
"Beef, ground, 70% lean meat / 30% fat, raw",,,MEAT,332.0,14.35,0.0,30.0,,USDA_FDC_SR_LEGACY,13498,2018-04,True,
"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",,,MEAT,277.0,26.28,0.0,18.21,,USDA_FDC_SR_LEGACY,23580,2018-04,True,
"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",,,MEAT,254.0,24.56,0.0,16.5,,USDA_FDC_SR_LEGACY,23581,2018-04,True,
"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",,,MEAT,279.0,25.56,0.0,18.87,,USDA_FDC_SR_LEGACY,23578,2018-04,True,
"Beef, ground, 75% lean meat / 25% fat, patty, cooked, pan-broiled",,,MEAT,248.0,23.45,0.0,16.44,,USDA_FDC_SR_LEGACY,23579,2018-04,True,
"Beef, ground, 75% lean meat / 25% fat, raw",,,MEAT,293.0,15.76,0.0,25.0,,USDA_FDC_SR_LEGACY,23577,2018-04,True,
"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",,,MEAT,272.0,27.0,0.0,17.36,,USDA_FDC_SR_LEGACY,23575,2018-04,True,
"Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",,,MEAT,254.0,25.25,0.0,16.17,,USDA_FDC_SR_LEGACY,23576,2018-04,True,
"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",,,MEAT,270.0,25.75,0.0,17.78,,USDA_FDC_SR_LEGACY,23573,2018-04,True,
"Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",,,MEAT,246.0,24.04,0.0,15.94,,USDA_FDC_SR_LEGACY,23574,2018-04,True,
