name_en,name_ar,aliases,category,calories_per_100g,protein_grams_per_100g,carbohydrate_grams_per_100g,fat_grams_per_100g,created_by_user_id,source,external_source_id,source_version,is_active,archived_at
"Sausage, Berliner, pork, beef",,,MEAT,230.0,15.27,2.59,17.2,,USDA_FDC_SR_LEGACY,7004,2018-04,True,
"Sausage, Italian, pork, mild, cooked, pan-fried",,,MEAT,322.0,18.2,2.15,26.2,,USDA_FDC_FOUNDATION,325658,2026-04-30,True,
"Sausage, Italian, pork, mild, raw",,,MEAT,290.0,13.9,2.97,24.26,,USDA_FDC_SR_LEGACY,7036,2018-04,True,
"Sausage, Italian, sweet, links",,,MEAT,149.0,16.13,2.1,8.42,,USDA_FDC_SR_LEGACY,7914,2018-04,True,
"Sausage, Italian, turkey, smoked",,,MEAT,158.0,15.05,4.65,8.75,,USDA_FDC_SR_LEGACY,7927,2018-04,True,
"Sausage, New england brand, pork, beef",,,MEAT,161.0,17.27,4.83,7.58,,USDA_FDC_SR_LEGACY,7091,2018-04,True,
"Sausage, Polish, beef with chicken, hot",,,MEAT,259.0,17.6,3.6,19.4,,USDA_FDC_SR_LEGACY,7915,2018-04,True,
"Sausage, Polish, pork and beef, smoked",,,MEAT,301.0,12.07,1.98,26.56,,USDA_FDC_SR_LEGACY,7916,2018-04,True,
"Sausage, Vienna, canned, chicken, beef, pork",,,MEAT,230.0,10.5,2.6,19.4,,USDA_FDC_SR_LEGACY,7083,2018-04,True,
"Sausage, beef, cured, cooked, smoked",,,MEAT,312.0,14.11,2.42,26.91,,USDA_FDC_SR_LEGACY,13357,2018-04,True,
"Sausage, beef, fresh, cooked",,,MEAT,332.0,18.21,0.35,27.98,,USDA_FDC_SR_LEGACY,7956,2018-04,True,
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",,,MEAT,329.0,13.3,3.37,28.7,,USDA_FDC_FOUNDATION,324157,2026-04-30,True,
"Sausage, chicken or turkey, Italian style, lower sodium",,,MEAT,183.0,21.43,14.25,4.46,,USDA_FDC_SR_LEGACY,7976,2018-04,True,
"Sausage, chicken, beef, pork, skinless, smoked",,,MEAT,216.0,13.6,8.1,14.3,,USDA_FDC_SR_LEGACY,7928,2018-04,True,
"Sausage, pork and beef, fresh, cooked",,,MEAT,396.0,13.8,2.7,36.25,,USDA_FDC_SR_LEGACY,7065,2018-04,True,
"Sausage, pork and beef, with cheddar cheese, smoked",,,MEAT,296.0,12.89,2.13,25.84,,USDA_FDC_SR_LEGACY,7917,2018-04,True,
"Sausage, pork and turkey, pre-cooked",,,MEAT,342.0,12.05,3.63,30.64,,USDA_FDC_SR_LEGACY,7957,2018-04,True,
"Sausage, pork, chorizo, link or ground, cooked, pan-fried",,,MEAT,346.0,19.3,2.63,28.1,,USDA_FDC_FOUNDATION,100173,2026-04-30,True,
"Sausage, pork, chorizo, link or ground, raw",,,MEAT,296.0,13.63,3.78,25.1,,USDA_FDC_SR_LEGACY,7019,2018-04,True,
"Sausage, pork, turkey, and beef, reduced sodium",,,MEAT,284.0,10.71,0.11,26.79,,USDA_FDC_SR_LEGACY,7979,2018-04,True,
"Sausage, smoked link sausage, pork",,,MEAT,309.0,11.98,0.94,28.23,,USDA_FDC_SR_LEGACY,7074,2018-04,True,
"Sausage, smoked link sausage, pork and beef",,,MEAT,320.0,12.0,2.42,28.73,,USDA_FDC_SR_LEGACY,7075,2018-04,True,
"Sausage, smoked link sausage, pork and beef (nonfat dry milk added)",,,MEAT,313.0,13.28,1.92,27.61,,USDA_FDC_SR_LEGACY,7077,2018-04,True,
"Sausage, summer, pork and beef, sticks, with cheddar cheese",,,MEAT,426.0,19.43,1.82,37.91,,USDA_FDC_SR_LEGACY,7918,2018-04,True,
"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",,,MEAT,307.0,22.7,0.7,23.0,,USDA_FDC_SR_LEGACY,42173,2018-04,True,
"Sausage, turkey, breakfast links, mild, raw",,,MEAT,169.0,16.7,0.93,10.4,,USDA_FDC_FOUNDATION,325992,2026-04-30,True,
"Sausage, turkey, fresh, cooked",,,MEAT,196.0,23.89,0.0,10.44,,USDA_FDC_SR_LEGACY,7958,2018-04,True,
"Sausage, turkey, fresh, raw",,,MEAT,155.0,18.79,0.47,8.08,,USDA_FDC_SR_LEGACY,7955,2018-04,True,
"Sausage, turkey, hot, smoked",,,MEAT,158.0,15.05,4.65,8.75,,USDA_FDC_SR_LEGACY,7929,2018-04,True,
"Sausage, turkey, pork, and beef, low fat, smoked",,,MEAT,101.0,8.0,11.54,2.5,,USDA_FDC_SR_LEGACY,7900,2018-04,True,
"Sausage, turkey, reduced fat, brown and serve, cooked",,,MEAT,204.0,17.0,10.92,10.3,,USDA_FDC_SR_LEGACY,7066,2018-04,True,
"Scrapple, pork",,,MEAT,213.0,8.06,14.06,13.87,,USDA_FDC_SR_LEGACY,7951,2018-04,True,
"Swisswurst, pork and beef, with swiss cheese, smoked",,,MEAT,307.0,12.69,1.6,27.37,,USDA_FDC_SR_LEGACY,7920,2018-04,True,
"Thuringer, cervelat, summer sausage, beef, pork",,,MEAT,362.0,17.45,3.33,30.43,,USDA_FDC_SR_LEGACY,7078,2018-04,True,
"Turkey breast, low salt, prepackaged or deli, luncheon meat",,,MEAT,109.0,21.81,3.51,0.83,,USDA_FDC_SR_LEGACY,7046,2018-04,True,
"Turkey breast, sliced, prepackaged",,,MEAT,106.0,14.81,2.2,3.77,,USDA_FDC_SR_LEGACY,7081,2018-04,True,
"Turkey, breast, smoked, lemon pepper flavor, 97% fat-free",,,MEAT,95.0,20.9,1.31,0.69,,USDA_FDC_SR_LEGACY,7943,2018-04,True,
"Turkey, white, rotisserie, deli cut",,,MEAT,112.0,13.5,7.7,3.0,,USDA_FDC_SR_LEGACY,7944,2018-04,True,
"Veal, Australian, rib, rib roast, separable lean and fat, raw",,,MEAT,201.0,19.6,1.15,13.1,,USDA_FDC_SR_LEGACY,17155,2018-04,True,
"Veal, Australian, rib, rib roast, separable lean only, raw",,,MEAT,134.0,21.7,1.4,4.63,,USDA_FDC_SR_LEGACY,17000,2018-04,True,
"Veal, Australian, separable fat, raw",,,MEAT,509.0,9.91,0.0,52.17,,USDA_FDC_SR_LEGACY,17154,2018-04,True,
"Veal, Australian, shank, fore, bone-in, separable lean and fat, raw",,,MEAT,145.0,19.58,0.0,7.42,,USDA_FDC_SR_LEGACY,17350,2018-04,True,
"Veal, Australian, shank, fore, bone-in, separable lean only, raw",,,MEAT,123.0,20.18,0.0,4.65,,USDA_FDC_SR_LEGACY,17349,2018-04,True,
"Veal, Australian, shank, hind, bone-in, separable lean and fat, raw",,,MEAT,144.0,19.78,0.0,7.2,,USDA_FDC_SR_LEGACY,17352,2018-04,True,
"Veal, Australian, shank, hind, bone-in, separable lean only, raw",,,MEAT,122.0,20.37,0.0,4.47,,USDA_FDC_SR_LEGACY,17351,2018-04,True,
"Veal, breast, plate half, boneless, separable lean and fat, cooked, braised",,,MEAT,282.0,25.93,0.0,18.95,,USDA_FDC_SR_LEGACY,17273,2018-04,True,
"Veal, breast, point half, boneless, separable lean and fat, cooked, braised",,,MEAT,248.0,28.23,0.0,14.16,,USDA_FDC_SR_LEGACY,17274,2018-04,True,
"Veal, breast, separable fat, cooked",,,MEAT,521.0,9.4,0.0,53.35,,USDA_FDC_SR_LEGACY,17270,2018-04,True,
"Veal, breast, whole, boneless, separable lean and fat, cooked, braised",,,MEAT,266.0,26.97,0.0,16.77,,USDA_FDC_SR_LEGACY,17272,2018-04,True,
"Veal, breast, whole, boneless, separable lean and fat, raw",,,MEAT,208.0,17.47,0.0,14.75,,USDA_FDC_SR_LEGACY,17271,2018-04,True,
"Veal, breast, whole, boneless, separable lean only, cooked, braised",,,MEAT,218.0,30.32,0.0,9.8,,USDA_FDC_SR_LEGACY,17275,2018-04,True,
"Veal, composite of trimmed retail cuts, separable fat, cooked",,,MEAT,642.0,9.42,0.0,66.74,,USDA_FDC_SR_LEGACY,17093,2018-04,True,
"Veal, composite of trimmed retail cuts, separable fat, raw",,,MEAT,638.0,6.02,0.0,67.83,,USDA_FDC_SR_LEGACY,17092,2018-04,True,
"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",,,MEAT,231.0,30.1,0.0,11.39,,USDA_FDC_SR_LEGACY,17089,2018-04,True,
"Veal, composite of trimmed retail cuts, separable lean and fat, raw",,,MEAT,144.0,19.35,0.0,6.77,,USDA_FDC_SR_LEGACY,17088,2018-04,True,
"Veal, composite of trimmed retail cuts, separable lean only, cooked",,,MEAT,196.0,31.9,0.0,6.58,,USDA_FDC_SR_LEGACY,17091,2018-04,True,
"Veal, composite of trimmed retail cuts, separable lean only, raw",,,MEAT,112.0,20.2,0.0,2.87,,USDA_FDC_SR_LEGACY,17090,2018-04,True,
"Veal, cubed for stew (leg and shoulder), separable lean only, cooked, braised",,,MEAT,188.0,34.94,0.0,4.31,,USDA_FDC_SR_LEGACY,17141,2018-04,True,
"Veal, cubed for stew (leg and shoulder), separable lean only, raw",,,MEAT,109.0,20.27,0.0,2.5,,USDA_FDC_SR_LEGACY,17140,2018-04,True,
"Veal, external fat only, cooked",,,MEAT,540.0,15.28,0.0,53.23,,USDA_FDC_SR_LEGACY,17432,2018-04,True,
"Veal, external fat only, raw",,,MEAT,503.0,8.85,0.89,51.6,,USDA_FDC_SR_LEGACY,17431,2018-04,True,
"Veal, foreshank, osso buco, separable lean and fat, cooked, braised",,,MEAT,182.0,27.94,0.11,7.77,,USDA_FDC_SR_LEGACY,17436,2018-04,True,
"Veal, foreshank, osso buco, separable lean only, cooked, braised",,,MEAT,157.0,29.12,0.0,4.51,,USDA_FDC_SR_LEGACY,17429,2018-04,True,
"Veal, ground, cooked, broiled",,,MEAT,172.0,24.38,0.0,7.56,,USDA_FDC_SR_LEGACY,17143,2018-04,True,
"Veal, ground, cooked, pan-fried",,,MEAT,215.0,25.83,1.51,11.78,,USDA_FDC_SR_LEGACY,17424,2018-04,True,
"Veal, ground, raw",,,MEAT,197.0,18.58,0.0,13.06,,USDA_FDC_SR_LEGACY,17142,2018-04,True,
"Veal, leg (top round), separable lean and fat, cooked, braised",,,MEAT,211.0,36.16,0.0,6.33,,USDA_FDC_SR_LEGACY,17095,2018-04,True,
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",,,MEAT,238.0,27.29,9.91,9.18,,USDA_FDC_SR_LEGACY,17096,2018-04,True,
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",,,MEAT,211.0,31.75,0.0,8.35,,USDA_FDC_SR_LEGACY,17097,2018-04,True,
"Veal, leg (top round), separable lean and fat, cooked, roasted",,,MEAT,160.0,27.7,0.0,4.65,,USDA_FDC_SR_LEGACY,17098,2018-04,True,
"Veal, leg (top round), separable lean and fat, raw",,,MEAT,117.0,20.98,0.0,3.08,,USDA_FDC_SR_LEGACY,17094,2018-04,True,
"Veal, leg (top round), separable lean only, cooked, braised",,,MEAT,203.0,36.71,0.0,5.09,,USDA_FDC_SR_LEGACY,17100,2018-04,True,
"Veal, leg (top round), separable lean only, cooked, pan-fried, breaded",,,MEAT,216.0,28.41,9.84,6.27,,USDA_FDC_SR_LEGACY,17101,2018-04,True,
"Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",,,MEAT,183.0,33.17,0.0,4.62,,USDA_FDC_SR_LEGACY,17102,2018-04,True,
"Veal, leg (top round), separable lean only, cooked, roasted",,,MEAT,150.0,28.07,0.0,3.39,,USDA_FDC_SR_LEGACY,17103,2018-04,True,
"Veal, leg (top round), separable lean only, raw",,,MEAT,107.0,21.28,0.0,1.76,,USDA_FDC_SR_LEGACY,17099,2018-04,True,
"Veal, leg, top round, cap off, cutlet, boneless, cooked, grilled",,,MEAT,151.0,31.89,0.0,2.63,,USDA_FDC_SR_LEGACY,17425,2018-04,True,
"Veal, leg, top round, cap off, cutlet, boneless, raw",,,MEAT,107.0,22.07,0.0,2.07,,USDA_FDC_SR_LEGACY,17426,2018-04,True,
"Veal, loin, chop, separable lean and fat, cooked, grilled",,,MEAT,198.0,28.04,0.16,9.48,,USDA_FDC_SR_LEGACY,17437,2018-04,True,
"Veal, loin, chop, separable lean only, cooked, grilled",,,MEAT,159.0,29.75,0.07,4.44,,USDA_FDC_SR_LEGACY,17427,2018-04,True,
"Veal, loin, separable lean and fat, cooked, braised",,,MEAT,284.0,30.19,0.0,17.21,,USDA_FDC_SR_LEGACY,17105,2018-04,True,
"Veal, loin, separable lean and fat, cooked, roasted",,,MEAT,217.0,24.8,0.0,12.32,,USDA_FDC_SR_LEGACY,17106,2018-04,True,
"Veal, loin, separable lean and fat, raw",,,MEAT,177.0,20.07,0.07,10.07,,USDA_FDC_SR_LEGACY,17104,2018-04,True,
"Veal, loin, separable lean only, cooked, braised",,,MEAT,226.0,33.57,0.0,9.15,,USDA_FDC_SR_LEGACY,17108,2018-04,True,
"Veal, loin, separable lean only, cooked, roasted",,,MEAT,175.0,26.32,0.0,6.94,,USDA_FDC_SR_LEGACY,17109,2018-04,True,
"Veal, loin, separable lean only, raw",,,MEAT,114.0,21.85,0.0,2.9,,USDA_FDC_SR_LEGACY,17107,2018-04,True,
"Veal, rib, separable lean and fat, cooked, braised",,,MEAT,251.0,32.43,0.0,12.53,,USDA_FDC_SR_LEGACY,17111,2018-04,True,
"Veal, rib, separable lean and fat, cooked, roasted",,,MEAT,228.0,23.96,0.0,13.96,,USDA_FDC_SR_LEGACY,17112,2018-04,True,
"Veal, rib, separable lean and fat, raw",,,MEAT,162.0,18.86,0.0,9.01,,USDA_FDC_SR_LEGACY,17110,2018-04,True,
"Veal, rib, separable lean only, cooked, braised",,,MEAT,218.0,34.44,0.0,7.81,,USDA_FDC_SR_LEGACY,17114,2018-04,True,
"Veal, rib, separable lean only, cooked, roasted",,,MEAT,177.0,25.76,0.0,7.44,,USDA_FDC_SR_LEGACY,17115,2018-04,True,
"Veal, rib, separable lean only, raw",,,MEAT,120.0,19.97,0.0,3.89,,USDA_FDC_SR_LEGACY,17113,2018-04,True,
"Veal, seam fat only, cooked",,,MEAT,505.0,11.16,2.11,50.17,,USDA_FDC_SR_LEGACY,17434,2018-04,True,
"Veal, seam fat only, raw",,,MEAT,444.0,12.53,0.0,43.75,,USDA_FDC_SR_LEGACY,17433,2018-04,True,
"Veal, shank (fore and hind), separable lean and fat, cooked, braised",,,MEAT,191.0,31.54,0.0,6.2,,USDA_FDC_SR_LEGACY,17277,2018-04,True,
"Veal, shank (fore and hind), separable lean and fat, raw",,,MEAT,113.0,19.15,0.0,3.48,,USDA_FDC_SR_LEGACY,17276,2018-04,True,
"Veal, shank (fore and hind), separable lean only, cooked, braised",,,MEAT,177.0,32.22,0.0,4.33,,USDA_FDC_SR_LEGACY,17279,2018-04,True,
"Veal, shank (fore and hind), separable lean only, raw",,,MEAT,108.0,19.28,0.0,2.83,,USDA_FDC_SR_LEGACY,17278,2018-04,True,
"Veal, shank, separable lean and fat, raw",,,MEAT,107.0,19.28,0.0,3.3,,USDA_FDC_SR_LEGACY,17435,2018-04,True,
"Veal, shank, separable lean only, raw",,,MEAT,94.0,19.77,0.0,1.64,,USDA_FDC_SR_LEGACY,17428,2018-04,True,
"Veal, shoulder, arm, separable lean and fat, cooked, braised",,,MEAT,236.0,33.63,0.0,10.24,,USDA_FDC_SR_LEGACY,17123,2018-04,True,
"Veal, shoulder, arm, separable lean and fat, cooked, roasted",,,MEAT,183.0,25.46,0.0,8.25,,USDA_FDC_SR_LEGACY,17124,2018-04,True,
"Veal, shoulder, arm, separable lean and fat, raw",,,MEAT,132.0,19.34,0.0,5.44,,USDA_FDC_SR_LEGACY,17122,2018-04,True,
"Veal, shoulder, arm, separable lean only, cooked, braised",,,MEAT,201.0,35.73,0.0,5.33,,USDA_FDC_SR_LEGACY,17126,2018-04,True,
"Veal, shoulder, arm, separable lean only, cooked, roasted",,,MEAT,164.0,26.13,0.0,5.81,,USDA_FDC_SR_LEGACY,17127,2018-04,True,
"Veal, shoulder, arm, separable lean only, raw",,,MEAT,105.0,20.04,0.0,2.16,,USDA_FDC_SR_LEGACY,17125,2018-04,True,
"Veal, shoulder, blade chop, separable lean and fat, cooked, grilled",,,MEAT,199.0,25.72,0.15,10.57,,USDA_FDC_SR_LEGACY,17438,2018-04,True,
"Veal, shoulder, blade chop, separable lean and fat, raw",,,MEAT,148.0,18.72,0.03,7.61,,USDA_FDC_SR_LEGACY,17128,2018-04,True,
"Veal, shoulder, blade chop, separable lean only, cooked, grilled",,,MEAT,159.0,27.33,0.0,5.53,,USDA_FDC_SR_LEGACY,17430,2018-04,True,
"Veal, shoulder, blade chop, separable lean only, raw",,,MEAT,110.0,19.6,0.0,2.88,,USDA_FDC_SR_LEGACY,17131,2018-04,True,
"Veal, shoulder, blade, separable lean and fat, cooked, braised",,,MEAT,225.0,31.26,0.0,10.09,,USDA_FDC_SR_LEGACY,17129,2018-04,True,
"Veal, shoulder, blade, separable lean and fat, cooked, roasted",,,MEAT,186.0,25.15,0.0,8.67,,USDA_FDC_SR_LEGACY,17130,2018-04,True,
"Veal, shoulder, blade, separable lean only, cooked, braised",,,MEAT,198.0,32.66,0.0,6.48,,USDA_FDC_SR_LEGACY,17132,2018-04,True,
"Veal, shoulder, blade, separable lean only, cooked, roasted",,,MEAT,171.0,25.64,0.0,6.88,,USDA_FDC_SR_LEGACY,17133,2018-04,True,
"Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, braised",,,MEAT,228.0,32.06,0.0,10.14,,USDA_FDC_SR_LEGACY,17117,2018-04,True,
"Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, roasted",,,MEAT,184.0,25.32,0.0,8.42,,USDA_FDC_SR_LEGACY,17118,2018-04,True,
"Veal, shoulder, whole (arm and blade), separable lean and fat, raw",,,MEAT,130.0,19.27,0.0,5.28,,USDA_FDC_SR_LEGACY,17116,2018-04,True,
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised",,,MEAT,199.0,33.68,0.0,6.1,,USDA_FDC_SR_LEGACY,17120,2018-04,True,
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted",,,MEAT,170.0,25.81,0.0,6.62,,USDA_FDC_SR_LEGACY,17121,2018-04,True,
"Veal, shoulder, whole (arm and blade), separable lean only, raw",,,MEAT,112.0,19.79,0.0,3.0,,USDA_FDC_SR_LEGACY,17119,2018-04,True,
"Veal, sirloin, separable lean and fat, cooked, braised",,,MEAT,252.0,31.26,0.0,13.14,,USDA_FDC_SR_LEGACY,17135,2018-04,True,
"Veal, sirloin, separable lean and fat, cooked, roasted",,,MEAT,202.0,25.14,0.0,10.45,,USDA_FDC_SR_LEGACY,17136,2018-04,True,
"Veal, sirloin, separable lean and fat, raw",,,MEAT,152.0,19.07,0.0,7.81,,USDA_FDC_SR_LEGACY,17134,2018-04,True,
"Veal, sirloin, separable lean only, cooked, braised",,,MEAT,204.0,33.96,0.0,6.51,,USDA_FDC_SR_LEGACY,17138,2018-04,True,
"Veal, sirloin, separable lean only, cooked, roasted",,,MEAT,168.0,26.32,0.0,6.22,,USDA_FDC_SR_LEGACY,17139,2018-04,True,
"Veal, sirloin, separable lean only, raw",,,MEAT,110.0,20.2,0.0,2.59,,USDA_FDC_SR_LEGACY,17137,2018-04,True,
"Veal, variety meats and by-products, brain, cooked, braised",,,MEAT,136.0,11.48,0.0,9.63,,USDA_FDC_SR_LEGACY,17189,2018-04,True,
"Veal, variety meats and by-products, brain, cooked, pan-fried",,,MEAT,213.0,14.48,0.0,16.75,,USDA_FDC_SR_LEGACY,17190,2018-04,True,
"Veal, variety meats and by-products, brain, raw",,,MEAT,118.0,10.32,0.0,8.21,,USDA_FDC_SR_LEGACY,17188,2018-04,True,
"Veal, variety meats and by-products, heart, cooked, braised",,,MEAT,186.0,29.12,0.13,6.75,,USDA_FDC_SR_LEGACY,17194,2018-04,True,
"Veal, variety meats and by-products, heart, raw",,,MEAT,110.0,17.18,0.08,3.98,,USDA_FDC_SR_LEGACY,17193,2018-04,True,
"Veal, variety meats and by-products, kidneys, cooked, braised",,,MEAT,163.0,26.32,0.0,5.66,,USDA_FDC_SR_LEGACY,17198,2018-04,True,
"Veal, variety meats and by-products, kidneys, raw",,,MEAT,99.0,15.76,0.85,3.12,,USDA_FDC_SR_LEGACY,17197,2018-04,True,
"Veal, variety meats and by-products, liver, cooked, braised",,,MEAT,192.0,28.42,3.77,6.26,,USDA_FDC_SR_LEGACY,17203,2018-04,True,
"Veal, variety meats and by-products, liver, cooked, pan-fried",,,MEAT,193.0,27.37,4.47,6.51,,USDA_FDC_SR_LEGACY,17204,2018-04,True,
"Veal, variety meats and by-products, liver, raw",,,MEAT,140.0,19.93,2.91,4.85,,USDA_FDC_SR_LEGACY,17202,2018-04,True,
"Veal, variety meats and by-products, lungs, cooked, braised",,,MEAT,104.0,18.74,0.0,2.64,,USDA_FDC_SR_LEGACY,17208,2018-04,True,
"Veal, variety meats and by-products, lungs, raw",,,MEAT,90.0,16.3,0.0,2.3,,USDA_FDC_SR_LEGACY,17207,2018-04,True,
"Veal, variety meats and by-products, pancreas, cooked, braised",,,MEAT,256.0,29.1,0.0,14.6,,USDA_FDC_SR_LEGACY,17213,2018-04,True,
"Veal, variety meats and by-products, pancreas, raw",,,MEAT,182.0,15.0,0.0,13.1,,USDA_FDC_SR_LEGACY,17212,2018-04,True,
"Veal, variety meats and by-products, spleen, cooked, braised",,,MEAT,129.0,24.08,0.0,2.89,,USDA_FDC_SR_LEGACY,17217,2018-04,True,
"Veal, variety meats and by-products, spleen, raw",,,MEAT,98.0,18.3,0.0,2.2,,USDA_FDC_SR_LEGACY,17216,2018-04,True,
"Veal, variety meats and by-products, thymus, cooked, braised",,,MEAT,125.0,22.67,0.0,3.11,,USDA_FDC_SR_LEGACY,17219,2018-04,True,
"Veal, variety meats and by-products, thymus, raw",,,MEAT,101.0,17.21,0.0,3.07,,USDA_FDC_SR_LEGACY,17218,2018-04,True,
"Veal, variety meats and by-products, tongue, cooked, braised",,,MEAT,202.0,25.85,0.0,10.1,,USDA_FDC_SR_LEGACY,17223,2018-04,True,
"Veal, variety meats and by-products, tongue, raw",,,MEAT,131.0,17.18,1.91,5.48,,USDA_FDC_SR_LEGACY,17222,2018-04,True,
"Yachtwurst, with pistachio nuts, cooked",,,MEAT,268.0,14.8,1.4,22.6,,USDA_FDC_SR_LEGACY,7930,2018-04,True,
"Almond butter, creamy",,,NUTS_SEEDS,602.51,20.79,21.24,53.04,,USDA_FDC_FOUNDATION,12195,2026-04-30,True,
"Flaxseed, ground",,,NUTS_SEEDS,514.44,18.04,34.36,37.28,,USDA_FDC_FOUNDATION,12220,2026-04-30,True,
"Flour, almond",,,NUTS_SEEDS,577.63,26.24,16.25,50.23,,USDA_FDC_FOUNDATION,100273,2026-04-30,True,
"Flour, chestnut",,,NUTS_SEEDS,384.58,5.29,80.45,4.64,,USDA_FDC_FOUNDATION,100292,2026-04-30,True,
"Flour, coconut",,,NUTS_SEEDS,423.63,16.14,58.9,15.28,,USDA_FDC_FOUNDATION,100293,2026-04-30,True,
"Nuts, acorn flour, full fat",,,NUTS_SEEDS,501.0,7.49,54.65,30.17,,USDA_FDC_SR_LEGACY,12060,2018-04,True,
"Nuts, acorns, dried",,,NUTS_SEEDS,509.0,8.1,53.66,31.41,,USDA_FDC_SR_LEGACY,12059,2018-04,True,
"Nuts, acorns, raw",,,NUTS_SEEDS,387.0,6.15,40.75,23.86,,USDA_FDC_SR_LEGACY,12058,2018-04,True,
"Nuts, almond butter, plain, with salt added",,,NUTS_SEEDS,614.0,20.96,18.82,55.5,,USDA_FDC_SR_LEGACY,12695,2018-04,True,
"Nuts, almond butter, plain, without salt added",,,NUTS_SEEDS,614.0,20.96,18.82,55.5,,USDA_FDC_SR_LEGACY,12195,2018-04,True,
"Nuts, almond paste",,,NUTS_SEEDS,458.0,9.0,47.81,27.74,,USDA_FDC_SR_LEGACY,12071,2018-04,True,
"Nuts, almonds",,,NUTS_SEEDS,579.0,21.15,21.55,49.93,,USDA_FDC_SR_LEGACY,12061,2018-04,True,
"Nuts, almonds, blanched",,,NUTS_SEEDS,590.0,21.4,18.67,52.52,,USDA_FDC_SR_LEGACY,12062,2018-04,True,
"Nuts, almonds, dry roasted, with salt added",,,NUTS_SEEDS,621.0,20.4,16.2,57.8,,USDA_FDC_FOUNDATION,12563,2026-04-30,True,
"Nuts, almonds, dry roasted, without salt added",,,NUTS_SEEDS,598.0,20.96,21.01,52.54,,USDA_FDC_SR_LEGACY,12063,2018-04,True,
"Nuts, almonds, honey roasted, unblanched",,,NUTS_SEEDS,594.0,18.17,27.9,49.9,,USDA_FDC_SR_LEGACY,12206,2018-04,True,
"Nuts, almonds, oil roasted, lightly salted",,,NUTS_SEEDS,607.0,21.23,17.68,55.17,,USDA_FDC_SR_LEGACY,12665,2018-04,True,
"Nuts, almonds, oil roasted, with salt added",,,NUTS_SEEDS,607.0,21.23,17.68,55.17,,USDA_FDC_SR_LEGACY,12565,2018-04,True,
"Nuts, almonds, oil roasted, with salt added, smoke flavor",,,NUTS_SEEDS,607.0,21.43,17.86,55.89,,USDA_FDC_SR_LEGACY,12567,2018-04,True,
"Nuts, almonds, oil roasted, without salt added",,,NUTS_SEEDS,607.0,21.23,17.68,55.17,,USDA_FDC_SR_LEGACY,12065,2018-04,True,
"Nuts, almonds, whole, raw",,,NUTS_SEEDS,583.6,21.45,20.03,51.09,,USDA_FDC_FOUNDATION,12061,2026-04-30,True,
"Nuts, beechnuts, dried",,,NUTS_SEEDS,576.0,6.2,33.5,50.0,,USDA_FDC_SR_LEGACY,12077,2018-04,True,
"Nuts, brazilnuts, dried, unblanched",,,NUTS_SEEDS,659.0,14.32,11.74,67.1,,USDA_FDC_SR_LEGACY,12078,2018-04,True,
"Nuts, brazilnuts, raw",,,NUTS_SEEDS,620.95,15.04,21.64,57.43,,USDA_FDC_FOUNDATION,100294,2026-04-30,True,
"Nuts, butternuts, dried",,,NUTS_SEEDS,612.0,24.9,12.05,56.98,,USDA_FDC_SR_LEGACY,12084,2018-04,True,
"Nuts, cashew butter, plain, with salt added",,,NUTS_SEEDS,609.0,12.12,30.3,53.03,,USDA_FDC_SR_LEGACY,12588,2018-04,True,
"Nuts, cashew butter, plain, without salt added",,,NUTS_SEEDS,587.0,17.56,27.57,49.41,,USDA_FDC_SR_LEGACY,12088,2018-04,True,
"Nuts, cashew nuts, dry roasted, with salt added",,,NUTS_SEEDS,574.0,15.31,32.69,46.35,,USDA_FDC_SR_LEGACY,12585,2018-04,True,
"Nuts, cashew nuts, dry roasted, without salt added",,,NUTS_SEEDS,574.0,15.31,32.69,46.35,,USDA_FDC_SR_LEGACY,12085,2018-04,True,
"Nuts, cashew nuts, oil roasted, with salt added",,,NUTS_SEEDS,581.0,16.84,30.16,47.77,,USDA_FDC_SR_LEGACY,12586,2018-04,True,
"Nuts, cashew nuts, oil roasted, without salt added",,,NUTS_SEEDS,580.0,16.84,29.87,47.77,,USDA_FDC_SR_LEGACY,12086,2018-04,True,
"Nuts, cashew nuts, raw",,,NUTS_SEEDS,533.48,17.44,36.29,38.86,,USDA_FDC_FOUNDATION,12087,2026-04-30,True,
"Nuts, chestnuts, chinese, boiled and steamed",,,NUTS_SEEDS,153.0,2.88,33.64,0.76,,USDA_FDC_SR_LEGACY,12095,2018-04,True,
"Nuts, chestnuts, chinese, dried",,,NUTS_SEEDS,363.0,6.82,79.76,1.81,,USDA_FDC_SR_LEGACY,12094,2018-04,True,
"Nuts, chestnuts, chinese, raw",,,NUTS_SEEDS,224.0,4.2,49.07,1.11,,USDA_FDC_SR_LEGACY,12093,2018-04,True,
